event_id,timestamp,player_name,player_id,team_name,event_type,x,y,period,minute
9bdfd485-9363-4a6a-8708-10c35d2f17cd,00:17:03.749,Yoshinori Muto,6337,FSV Mainz 05,Pass,84.9,35.2,1,17
56bf1c68-24b9-4dc4-9c2c-ff3ca442141e,00:17:05.113,Danny Latza,8539,FSV Mainz 05,Ball Receipt*,97.0,14.3,1,17
0cfbbc69-f867-4b25-8ffa-59bd3a7a2533,00:17:05.113,Danny Latza,8539,FSV Mainz 05,Carry,97.0,14.3,1,17
6164e6da-f05a-4b1a-a778-e9265e23ad08,00:17:09.000,Danny Latza,8539,FSV Mainz 05,Pass,105.0,14.9,1,17
c1b878f5-3116-44bd-9607-279ca11d2faa,00:17:09.743,Jairo Samperio Bustara,6925,FSV Mainz 05,Ball Receipt*,98.8,24.7,1,17
5c97f5cd-742e-41cf-a820-b97648159c2e,00:17:09.743,Jairo Samperio Bustara,6925,FSV Mainz 05,Carry,98.8,24.7,1,17
c6d0c4f9-4596-41fa-9bd5-ebdc9a70ae45,00:17:09.963,Felix Klaus,8551,Hannover 96,Pressure,21.5,54.4,1,17
54475ef6-997a-44f2-9ada-7de016637ce6,00:17:10.517,Jairo Samperio Bustara,6925,FSV Mainz 05,Pass,99.0,27.7,1,17
aa34aa69-ed9a-4df1-bf1c-a3b1a12b42ec,00:17:10.927,Christian Schulz,400614,Hannover 96,Pressure,15.3,39.8,1,17
81b84fd2-2331-4d10-b65e-348f4f03122d,00:17:11.128,Yoshinori Muto,6337,FSV Mainz 05,Ball Receipt*,104.3,39.9,1,17
3551f3a4-81eb-48fa-8d14-c5ce500050f6,00:17:11.128,Yoshinori Muto,6337,FSV Mainz 05,Carry,104.3,39.9,1,17
96a84607-3e19-4d1f-ad53-ce61d164bd29,00:17:11.163,Yoshinori Muto,6337,FSV Mainz 05,Pass,103.1,38.3,1,17
d5ff4005-6d50-482c-af84-38ca60a9fd46,00:17:11.694,Jairo Samperio Bustara,6925,FSV Mainz 05,Ball Receipt*,98.4,30.8,1,17
300d6b52-107d-4f50-acee-9a74b7391ad8,00:17:11.694,Edgar Prib,24914,Hannover 96,Clearance,17.0,47.7,1,17
94b59bd2-1dc2-4593-abac-90dd5006a788,00:17:14.164,Leon Aderemi Balogun,5467,FSV Mainz 05,Pressure,92.3,51.1,1,17
b1bf3a58-8063-4323-8a22-6b32d1e5b682,00:17:14.238,Manuel Schmiedebach,8543,Hannover 96,Ball Recovery,30.3,29.2,1,17
79ae6b64-f4ed-4e6c-ba83-5cad45e16b50,00:17:14.238,Manuel Schmiedebach,8543,Hannover 96,Carry,30.3,29.2,1,17
1ce0f50a-1030-4c90-a9b5-449b3e9a275f,00:17:17.589,Leon Aderemi Balogun,5467,FSV Mainz 05,Pressure,103.7,69.1,1,17
1a0bac46-203f-4df3-bcb3-7de332aa2aa7,00:17:17.945,Manuel Schmiedebach,8543,Hannover 96,Pass,15.6,7.8,1,17
401fb440-e2ea-4f24-8fb4-480d0d687abd,00:17:20.294,Charlison Benschop,8558,Hannover 96,Ball Receipt*,43.9,14.6,1,17
84db9f84-875c-4a1c-95ae-925cdb46ed8a,00:17:20.294,Julian Baumgartlinger,20037,FSV Mainz 05,Pass,78.3,64.4,1,17
9d2ed3e6-cba2-422e-a1f5-73d6a88c3261,00:17:21.801,Danny Latza,8539,FSV Mainz 05,Ball Receipt*,74.6,44.8,1,17
84aa57a0-c32e-4b7f-9da0-15d18401e3b0,00:17:21.801,Danny Latza,8539,FSV Mainz 05,Carry,74.6,44.8,1,17
992b9475-3891-487c-8841-34f1d6d0e817,00:17:21.881,Danny Latza,8539,FSV Mainz 05,Pass,73.2,45.4,1,17
8096fc96-5f9d-4a72-aac6-977412c38217,00:17:23.015,Niko Bungert,13319,FSV Mainz 05,Ball Receipt*,63.5,61.5,1,17
8f7c5bcb-a21b-4662-aa6a-37ece70f7d6a,00:17:23.015,Niko Bungert,13319,FSV Mainz 05,Carry,63.5,61.5,1,17
127b1811-ada2-45f2-8f66-a7ecc8ab87c3,00:17:24.615,Niko Bungert,13319,FSV Mainz 05,Pass,61.3,62.4,1,17
f87769ec-2006-4e09-a95d-cd6365218178,00:17:26.548,Stefan Bell,8559,FSV Mainz 05,Ball Receipt*,55.8,29.5,1,17
bfa9c65b-b41d-4ec0-93d4-078b7d4dc919,00:17:26.548,Stefan Bell,8559,FSV Mainz 05,Carry,55.8,29.5,1,17
37b44504-e3a7-4170-864c-81ef47259a2c,00:17:28.625,Stefan Bell,8559,FSV Mainz 05,Pass,63.3,26.0,1,17
bf0b904c-10e2-4539-b396-4f09527fd409,00:17:29.777,Jairo Samperio Bustara,6925,FSV Mainz 05,Ball Receipt*,78.5,23.6,1,17
62781cb3-168e-433c-8f6b-3a713b8d2991,00:17:29.777,Jairo Samperio Bustara,6925,FSV Mainz 05,Carry,78.5,23.6,1,17
7459b4da-26b4-469e-94e7-5644de784519,00:17:30.940,Jairo Samperio Bustara,6925,FSV Mainz 05,Pass,83.1,22.2,1,17
b793d86e-3f62-49a5-95fe-bfdc651e6c1b,00:17:33.112,Yoshinori Muto,6337,FSV Mainz 05,Ball Receipt*,106.7,30.3,1,17
0fe1cc7c-55ff-4882-80f0-e2d7e24e3dee,00:17:33.257,Yoshinori Muto,6337,FSV Mainz 05,Shot,106.7,30.3,1,17
52e4ec3a-7f8a-433b-899b-c937a523a5fc,00:17:33.486,Ron-Robert Zieler,8947,Hannover 96,Goal Keeper,9.6,47.3,1,17
40c40291-dc0a-4f49-96cd-cd7e67d2704f,00:17:35.337,Hiroki Sakai,3530,Hannover 96,Ball Recovery,11.3,56.5,1,17
326d32c7-39d7-4179-a13b-0220b870c635,00:17:35.337,Hiroki Sakai,3530,Hannover 96,Carry,11.3,56.5,1,17
52046a44-4b85-4b82-8912-31a5170d3150,00:17:37.329,Hiroki Sakai,3530,Hannover 96,Pass,10.0,62.5,1,17
66a9d104-5683-4536-a911-1749bf9af686,00:17:41.207,Charlison Benschop,8558,Hannover 96,Ball Receipt*,66.3,63.4,1,17
9ae51ba9-83af-44f7-928e-03b38f571461,00:17:41.207,Stefan Bell,8559,FSV Mainz 05,Pass,50.7,13.8,1,17
524ce407-a6b4-4779-8595-9559f1ac3caa,00:17:42.058,Danny Latza,8539,FSV Mainz 05,Ball Receipt*,56.9,16.9,1,17
02957021-2353-4ed0-a3b1-477ddcd14198,00:17:42.058,Danny Latza,8539,FSV Mainz 05,Carry,56.9,16.9,1,17
8d699374-db0b-43ed-bc31-ae2614ff68d8,00:17:46.643,Danny Latza,8539,FSV Mainz 05,Pass,72.5,16.1,1,17
5741ee3b-cb84-4c81-9771-33f7fc970ae2,00:17:47.372,Julian Baumgartlinger,20037,FSV Mainz 05,Ball Receipt*,68.2,31.6,1,17
91da66ea-456e-4510-8062-1a9a74629f6d,00:17:47.372,Julian Baumgartlinger,20037,FSV Mainz 05,Carry,68.2,31.6,1,17
105d58b1-4670-471f-897e-91119af706f3,00:17:48.732,Julian Baumgartlinger,20037,FSV Mainz 05,Pass,66.6,34.8,1,17
cfd41894-5257-4078-bc3c-cbff31340ac2,00:17:49.456,Yunus Mallı,8679,FSV Mainz 05,Ball Receipt*,74.4,40.1,1,17
8d07f441-0de9-4645-ba46-7f2ba7d6afa7,00:17:49.456,Yunus Mallı,8679,FSV Mainz 05,Pass,75.4,40.8,1,17
8bd52f39-2aa7-4309-9ef3-848eccde7a66,00:17:50.318,Julian Baumgartlinger,20037,FSV Mainz 05,Ball Receipt*,66.6,35.3,1,17
5a7fef14-e254-4d4e-acf5-01073bd50bdb,00:17:50.318,Julian Baumgartlinger,20037,FSV Mainz 05,Carry,66.6,35.3,1,17
46816d72-0abe-4ced-81e7-1e2717a6dbc9,00:17:50.674,Manuel Schmiedebach,8543,Hannover 96,Pressure,51.0,48.8,1,17
8feb1314-3aa8-4948-a65e-ce00c2f10d33,00:17:51.903,Julian Baumgartlinger,20037,FSV Mainz 05,Pass,69.3,26.0,1,17
c6ee6eb6-4e83-4541-97df-1080d74f6c51,00:17:52.972,Pierre Bengtsson,20871,FSV Mainz 05,Ball Receipt*,88.4,5.0,1,17
d332e290-d7b4-4eb4-a8a9-2703552b550f,00:17:52.972,Pierre Bengtsson,20871,FSV Mainz 05,Carry,88.4,5.0,1,17
7c7fbfad-ec93-4dac-9084-e03c2110e177,00:17:56.636,Pierre Bengtsson,20871,FSV Mainz 05,Pass,100.8,5.9,1,17
56447ea7-ff3f-4fd0-a10c-634a66089ae9,00:17:57.216,Danny Latza,8539,FSV Mainz 05,Ball Receipt*,96.8,21.2,1,17
58034932-44e2-4db1-b025-80f092808575,00:17:57.216,Danny Latza,8539,FSV Mainz 05,Carry,96.8,21.2,1,17
aaf78327-8d67-4d72-9608-6efc4db1d41f,00:17:57.822,Marcelo Antônio Guedes Filho,3164,Hannover 96,Pressure,19.1,57.9,1,17
b96a9266-a61d-42f1-b807-017911ea97b0,00:17:58.879,Danny Latza,8539,FSV Mainz 05,Pass,103.7,20.5,1,17
db0d6fc3-c9c3-43c7-ab6f-ce061f5e61ae,00:17:59.964,Pierre Bengtsson,20871,FSV Mainz 05,Ball Receipt*,106.4,8.5,1,17
7607a999-d050-4217-b896-ce192ea95516,00:17:59.964,Pierre Bengtsson,20871,FSV Mainz 05,Carry,106.4,8.5,1,17
450f7a5a-561a-44d5-8360-41c3f61c3901,00:18:00.499,Pierre Bengtsson,20871,FSV Mainz 05,Pass,105.2,6.8,1,18
fb55d6e7-e567-4d02-a47e-873fd6a46732,00:18:01.855,Jairo Samperio Bustara,6925,FSV Mainz 05,Ball Receipt*,83.3,5.5,1,18
a32c94a1-5493-48fd-882d-c885e5ca2c99,00:18:01.855,Jairo Samperio Bustara,6925,FSV Mainz 05,Carry,83.3,5.5,1,18
d04ec49c-0ec8-4b38-a71d-596178ef2043,00:18:03.923,Jairo Samperio Bustara,6925,FSV Mainz 05,Pass,84.7,7.9,1,18
087065dc-5d8f-41e3-b021-fff65b94725f,00:18:05.038,Julian Baumgartlinger,20037,FSV Mainz 05,Ball Receipt*,78.5,15.7,1,18
aae9693f-57da-44ed-820a-d4161507ebb7,00:18:05.038,Julian Baumgartlinger,20037,FSV Mainz 05,Carry,78.5,15.7,1,18
529dfb82-1054-4906-b59b-47e61a3b617f,00:18:05.416,Edgar Prib,24914,Hannover 96,Pressure,39.0,62.2,1,18
7759be4f-90c8-4949-80f2-ad529025d86c,00:18:06.220,Julian Baumgartlinger,20037,FSV Mainz 05,Pass,77.6,16.5,1,18
eb7a6871-f41b-4b6b-8b19-91adc7169f98,00:18:07.226,Jairo Samperio Bustara,6925,FSV Mainz 05,Ball Receipt*,76.1,5.1,1,18
0b73a81e-8eb9-4879-aa47-2d927fe73d04,00:18:07.226,Jairo Samperio Bustara,6925,FSV Mainz 05,Carry,76.1,5.1,1,18
567d8898-1640-4431-9fa5-b6cf1899920e,00:18:08.305,Jairo Samperio Bustara,6925,FSV Mainz 05,Pass,74.8,5.9,1,18
f13e1896-1943-4689-a423-745058d4a91b,00:18:08.902,Danny Latza,8539,FSV Mainz 05,Ball Receipt*,82.9,10.3,1,18
ae27e17a-b8c7-4c96-b6d4-9e7c160e495c,00:18:08.902,Danny Latza,8539,FSV Mainz 05,Carry,82.9,10.3,1,18
df359ee5-43bb-4b14-bcb5-2675a093b77d,00:18:10.280,Danny Latza,8539,FSV Mainz 05,Pass,84.7,3.9,1,18
173b72d2-9465-4c05-9c7f-8df87b9325e1,00:18:11.688,Jairo Samperio Bustara,6925,FSV Mainz 05,Ball Receipt*,69.0,6.1,1,18
841af670-49a3-43bc-91b1-d77d33497d12,00:18:11.688,Jairo Samperio Bustara,6925,FSV Mainz 05,Carry,69.0,6.1,1,18
18abf27f-e0a5-4c37-8177-b081db0bd3df,00:18:12.546,Jairo Samperio Bustara,6925,FSV Mainz 05,Pass,69.9,6.5,1,18
57e98235-7f99-4fbf-99c6-2d977ef8625b,00:18:13.670,Stefan Bell,8559,FSV Mainz 05,Ball Receipt*,55.8,9.4,1,18
dc7066c2-833e-4bd1-b95e-75d2bd6413b5,00:18:13.670,Stefan Bell,8559,FSV Mainz 05,Carry,55.8,9.4,1,18
49ff38e5-39bc-4539-bc76-24379b65b925,00:18:15.252,Stefan Bell,8559,FSV Mainz 05,Pass,55.0,11.4,1,18
1ebf52ec-6632-40ff-b0a0-6bbf3b20fed9,00:18:16.937,Niko Bungert,13319,FSV Mainz 05,Ball Receipt*,46.3,55.2,1,18
9f324051-1e35-4a93-9154-bc6029c4c094,00:18:16.937,Niko Bungert,13319,FSV Mainz 05,Carry,46.3,55.2,1,18
148033bd-229c-41c3-8860-0221fb4c1740,00:18:20.715,Niko Bungert,13319,FSV Mainz 05,Pass,62.9,63.7,1,18
d4a59ce4-c726-44f3-91d3-9ff4cdce9f49,00:18:21.718,Christian Clemens,9098,FSV Mainz 05,Ball Receipt*,77.0,61.3,1,18
18d85c31-1af6-41fa-8cb2-1d1b14da2f27,00:18:21.718,Christian Clemens,9098,FSV Mainz 05,Carry,77.0,61.3,1,18
db7af2e4-467a-4954-aade-11c2c16edc03,00:18:23.175,Felix Klaus,8551,Hannover 96,Pressure,32.5,26.3,1,18
6d985f20-84bc-48ca-a6b0-86e56e1ac3ae,00:18:23.790,Felix Klaus,8551,Hannover 96,Foul Committed,30.3,27.2,1,18
d87d32e0-93fe-4b4b-9ac4-f3d4a2527087,00:18:23.790,Christian Clemens,9098,FSV Mainz 05,Foul Won,89.8,52.9,1,18
43fa57c9-d54e-4e97-ac56-78f482d2dbaa,00:19:16.953,Christian Clemens,9098,FSV Mainz 05,Pass,90.9,53.8,1,19
16546376-5a57-4916-bcd9-f528744057cc,00:19:18.373,Niko Bungert,13319,FSV Mainz 05,Ball Receipt*,110.3,33.5,1,19
ac454162-3abe-4d75-97f2-4f20ed2a97ad,00:19:18.373,Marcelo Antônio Guedes Filho,3164,Hannover 96,Clearance,10.7,46.7,1,19
b41f40f0-a56a-464e-aa87-7aab4aeffed9,00:19:46.894,Christian Clemens,9098,FSV Mainz 05,Pass,120.0,0.1,1,19
8af0fc2f-442b-47b7-97a5-d9083646eaeb,00:19:48.021,Niko Bungert,13319,FSV Mainz 05,Ball Receipt*,114.3,29.7,1,19
cadf545f-988e-4c9d-bccd-4eb4deb9f1c9,00:19:48.021,Hiroki Sakai,3530,Hannover 96,Clearance,5.4,52.2,1,19
60f2f59b-a440-4fcc-8ee0-c2623ea5201c,00:19:50.384,Charlison Benschop,8558,Hannover 96,Pressure,6.7,56.9,1,19
e03db653-2a70-40be-aaca-8b6ca5a9d5d1,00:19:50.773,Christian Clemens,9098,FSV Mainz 05,Pass,112.1,22.0,1,19
d5a27a75-2153-4892-99fc-144f07d308f4,00:19:50.934,Niko Bungert,13319,FSV Mainz 05,Ball Receipt*,112.7,26.5,1,19
8fa884bf-8817-444e-a8e4-2362001c5247,00:19:50.934,Charlison Benschop,8558,Hannover 96,Block,8.2,55.7,1,19
4cf905c0-3e3b-4bca-b46d-f5129e0b2628,00:19:51.914,Leon Aderemi Balogun,5467,FSV Mainz 05,Ball Recovery,103.5,37.5,1,19
287519eb-2add-407e-a4e4-5dad122a4201,00:19:55.190,Yunus Mallı,8679,FSV Mainz 05,Pass,91.3,60.2,1,19
50ebefaa-4b7f-415e-9368-e84fe97157cf,00:19:56.494,Julian Baumgartlinger,20037,FSV Mainz 05,Ball Receipt*,101.5,70.5,1,19
fe7572de-1049-4873-bc95-159886204585,00:19:56.494,Julian Baumgartlinger,20037,FSV Mainz 05,Carry,101.5,70.5,1,19
0651243e-0516-4919-8b51-afcf29d61643,00:19:58.220,Julian Baumgartlinger,20037,FSV Mainz 05,Pass,105.2,72.1,1,19
5406c565-c854-479a-aa60-5487d64ebf92,00:19:59.808,Christian Clemens,9098,FSV Mainz 05,Ball Receipt*,107.2,32.0,1,19
4f33ce6c-b608-4438-93d6-facfda4b780b,00:19:59.808,Manuel Schmiedebach,8543,Hannover 96,Clearance,17.2,41.4,1,19
ea856754-dcac-4df4-833c-d72b4fcbae68,00:20:01.570,Jairo Samperio Bustara,6925,FSV Mainz 05,Ball Recovery,86.8,16.1,1,20
320b2d74-ba51-442a-998d-1e3898e46ddb,00:20:01.570,Jairo Samperio Bustara,6925,FSV Mainz 05,Carry,86.8,16.1,1,20
2fde31cf-5ad2-4397-a6ea-2fdce9c20e4a,00:20:02.502,Jairo Samperio Bustara,6925,FSV Mainz 05,Pass,87.2,18.7,1,20
d3165b10-fbe8-4090-b191-311de1364944,00:20:03.362,Yoshinori Muto,6337,FSV Mainz 05,Ball Receipt*,95.8,22.7,1,20
fc986922-5ab0-419b-b925-1755fcbddc29,00:20:03.362,Manuel Schmiedebach,8543,Hannover 96,Interception,24.3,58.3,1,20
a6f63d35-2aca-42cf-863f-25b597232f5d,00:20:05.616,Yoshinori Muto,6337,FSV Mainz 05,Pressure,84.3,7.3,1,20
58a97340-dc96-40f7-97f5-87d451b14fab,00:20:06.313,Yoshinori Muto,6337,FSV Mainz 05,Foul Committed,84.5,6.7,1,20
cd9fd30e-6e4b-40b9-8ad5-7ef09ff619d5,00:20:06.313,Charlison Benschop,8558,Hannover 96,Foul Won,35.6,73.4,1,20
8212cd6d-368b-4006-8d10-0d4d10708ac1,00:20:21.439,Marcelo Antônio Guedes Filho,3164,Hannover 96,Pass,35.6,74.2,1,20
ce4330bb-506a-4148-801b-372632567d1a,00:20:22.950,Salif Sané,5664,Hannover 96,Ball Receipt*,35.6,36.0,1,20
040057d7-bf54-4ca9-a99f-8c1488975a12,00:20:24.238,Salif Sané,5664,Hannover 96,Pass,35.4,35.1,1,20
6813bd37-81d2-453f-bd3b-6698cfe8dbce,00:20:26.053,Christian Schulz,400614,Hannover 96,Ball Receipt*,42.5,7.6,1,20
81fd0af5-8b07-4107-8331-800e7520c1b7,00:20:26.053,Christian Schulz,400614,Hannover 96,Carry,42.5,7.6,1,20
5d6d16d2-95ff-49e5-88a1-4a9f7a3b4543,00:20:27.938,Christian Schulz,400614,Hannover 96,Pass,49.3,10.6,1,20
37b915c1-d81e-4d39-8761-bfa9ec34e826,00:20:29.258,Salif Sané,5664,Hannover 96,Ball Receipt*,40.9,32.0,1,20
867ebdc1-e3e0-4e46-918b-0e9d9f858033,00:20:29.258,Salif Sané,5664,Hannover 96,Carry,40.9,32.0,1,20
c0558cd3-6336-4bbc-b5a0-66129c989fb6,00:20:31.094,Salif Sané,5664,Hannover 96,Pass,40.9,32.7,1,20
88d7dfb9-4d28-4bec-b966-6d95a1bd6084,00:20:33.129,Marcelo Antônio Guedes Filho,3164,Hannover 96,Ball Receipt*,42.7,65.8,1,20
4fcb0f64-93e7-4f4a-9a01-db1ddfa3e457,00:20:33.129,Marcelo Antônio Guedes Filho,3164,Hannover 96,Carry,42.7,65.8,1,20
f7538024-2a03-444c-b462-ef1c5fde20a0,00:20:34.049,Marcelo Antônio Guedes Filho,3164,Hannover 96,Pass,43.3,66.0,1,20
5e056db8-2757-4c7e-8710-ac551b9c90ec,00:20:35.178,Hiroki Sakai,3530,Hannover 96,Ball Receipt*,50.4,78.3,1,20
12b76a0d-0a2c-4d60-8a83-98f9eea20a44,00:20:35.178,Hiroki Sakai,3530,Hannover 96,Carry,50.4,78.3,1,20
f61448a1-34e4-4e70-8411-549e736a9184,00:20:36.091,Hiroki Sakai,3530,Hannover 96,Pass,50.0,76.2,1,20
9a90ab9e-c736-4635-8495-d6fa670df041,00:20:36.666,Danny Latza,8539,FSV Mainz 05,Pressure,66.2,15.7,1,20
832521de-afda-4bcb-9dfc-18a7660062e3,00:20:36.969,Manuel Schmiedebach,8543,Hannover 96,Ball Receipt*,51.1,65.2,1,20
8cfe3fa1-f852-4b26-9382-cc5c0ab16bac,00:20:36.969,Manuel Schmiedebach,8543,Hannover 96,Carry,51.1,65.2,1,20
67539a95-7274-47a9-8256-d29a196fd557,00:20:37.345,Danny Latza,8539,FSV Mainz 05,Foul Committed,69.0,15.7,1,20
0dbc83c7-3976-4bd2-bd14-979ae9ceda10,00:20:37.345,Manuel Schmiedebach,8543,Hannover 96,Foul Won,51.1,64.4,1,20
a3cb462a-07c3-477b-a61e-953ad99bd0f1,00:20:57.860,Marcelo Antônio Guedes Filho,3164,Hannover 96,Pass,57.0,75.0,1,20
55c1f649-478c-495d-8308-d582c8da57ef,00:21:00.155,Christian Schulz,400614,Hannover 96,Ball Receipt*,55.9,27.6,1,21
0fa1c668-ca96-4cf1-be49-2ba4274f255d,00:21:00.155,Christian Schulz,400614,Hannover 96,Carry,55.9,27.6,1,21
eeb053cf-9d56-4d2f-bf03-d55d326439bb,00:21:02.020,Christian Schulz,400614,Hannover 96,Pass,63.5,18.8,1,21
ac44e5e7-a398-4327-ac1e-696607f5a272,00:21:03.276,Oliver Sorg,12316,Hannover 96,Ball Receipt*,73.1,4.1,1,21
972480d0-11f1-46b1-bc8d-124ce81970f2,00:21:03.276,Oliver Sorg,12316,Hannover 96,Carry,73.1,4.1,1,21
663d9329-1921-48e1-8941-da1304d48cd7,00:21:03.915,Christian Clemens,9098,FSV Mainz 05,Pressure,45.8,74.1,1,21
5d46cd17-00ff-442c-b7de-933eebe35135,00:21:12.256,Oliver Sorg,12316,Hannover 96,Pass,78.2,5.5,1,21
10aea828-37ca-4162-8d8f-69446eec8647,00:21:13.147,Charlison Benschop,8558,Hannover 96,Ball Receipt*,97.1,9.8,1,21
42b877de-9f64-4cd6-88a0-41cd58d8c47d,00:21:13.147,Julian Baumgartlinger,20037,FSV Mainz 05,Interception,26.5,69.7,1,21
6b15a1de-239b-4a67-92a8-9bac24bbd97b,00:21:13.147,Julian Baumgartlinger,20037,FSV Mainz 05,Carry,26.5,69.7,1,21
8d473857-d3e8-416b-9f50-93a0ab7c0197,00:21:14.583,Julian Baumgartlinger,20037,FSV Mainz 05,Pass,22.7,75.8,1,21
a6b33ced-34c5-4492-a572-6f22ba11f2a3,00:21:17.541,Yunus Mallı,8679,FSV Mainz 05,Ball Receipt*,38.1,67.9,1,21
e27a2a40-d1ee-47c2-9090-37386d214374,00:21:17.541,Christian Schulz,400614,Hannover 96,Ball Recovery,63.4,16.6,1,21
441ffcea-96ae-4209-a82f-7d8499dfceba,00:21:17.541,Christian Schulz,400614,Hannover 96,Carry,63.4,16.6,1,21
51469416-39d2-4af5-bc67-44f897e46948,00:21:18.157,Christian Schulz,400614,Hannover 96,Pass,64.3,18.4,1,21
c1c5d0d7-0439-483e-9cb9-bf0aec23429f,00:21:19.176,Marcelo Antônio Guedes Filho,3164,Hannover 96,Ball Receipt*,50.2,35.3,1,21
56690132-dcf4-431d-b4d4-92d69797c081,00:21:19.176,Marcelo Antônio Guedes Filho,3164,Hannover 96,Carry,50.2,35.3,1,21
4396c041-710a-4171-8dc9-abcaaa7bf58a,00:21:21.679,Marcelo Antônio Guedes Filho,3164,Hannover 96,Pass,54.1,43.3,1,21
3922d406-539e-4961-ae7d-018c47cc35c4,00:21:23.145,Hiroki Sakai,3530,Hannover 96,Ball Receipt*,56.4,73.3,1,21
b05d824f-af7e-4161-bc35-a6380d688a37,00:21:23.145,Hiroki Sakai,3530,Hannover 96,Carry,56.4,73.3,1,21
eaee7996-b50f-4076-8550-53346f2b49ae,00:21:25.052,Hiroki Sakai,3530,Hannover 96,Pass,53.1,76.4,1,21
b4690aa0-b818-4147-a777-ab239f8ed959,00:21:29.100,Uffe Manich Bech,24244,Hannover 96,Pressure,106.5,71.6,1,21
b75af6db-e247-46ed-bc04-4b2b2d8cd2e3,00:21:29.408,Uffe Manich Bech,24244,Hannover 96,Ball Receipt*,107.5,71.3,1,21
45f12376-c19b-4aba-8429-90c2e1d1d03b,00:21:29.408,Stefan Bell,8559,FSV Mainz 05,Pass,10.8,10.6,1,21
be058133-7b29-4c18-9c9f-6e9223c3f9ed,00:21:31.403,Uffe Manich Bech,24244,Hannover 96,Pressure,105.1,74.8,1,21
970bda0b-91a6-43d3-badf-7bee40863820,00:21:31.481,Pierre Bengtsson,20871,FSV Mainz 05,Ball Receipt*,18.3,3.7,1,21
49d7f3e2-eb69-4e0f-a3de-582620cf016e,00:21:31.481,Pierre Bengtsson,20871,FSV Mainz 05,Carry,18.3,3.7,1,21
3ef67f6c-6a80-4ab2-862a-da53d83d04ee,00:21:32.079,Pierre Bengtsson,20871,FSV Mainz 05,Pass,20.1,4.3,1,21
1c6f901f-c892-4aab-a2d0-bbf1f104be8a,00:21:32.800,Danny Latza,8539,FSV Mainz 05,Ball Receipt*,31.7,6.7,1,21
c96afb36-511f-4a02-959d-5072c82bc622,00:21:32.800,Danny Latza,8539,FSV Mainz 05,Carry,31.7,6.7,1,21
38b2afbc-34a5-4f3c-add5-eb3814c7f317,00:21:35.492,Uffe Manich Bech,24244,Hannover 96,Pressure,73.3,73.6,1,21
fa2d70fe-35dd-4b10-8277-ae1eb54cb6ee,00:21:36.038,Danny Latza,8539,FSV Mainz 05,Pass,50.9,4.1,1,21
93ee559d-a06c-4c8e-bbcc-5c0c48cd77fd,00:21:36.619,Jairo Samperio Bustara,6925,FSV Mainz 05,Ball Receipt*,53.8,3.0,1,21
b458e718-8b88-40e5-a985-61bfc4a7b7f8,00:21:36.619,Jairo Samperio Bustara,6925,FSV Mainz 05,Pass,53.8,1.5,1,21
74bf15a5-9a36-4eea-b70c-8ecae71ac62f,00:21:37.555,Edgar Prib,24914,Hannover 96,Pressure,76.7,75.3,1,21
8090c989-74c0-4f55-91eb-e509503b0ebe,00:21:37.983,Pierre Bengtsson,20871,FSV Mainz 05,Ball Receipt*,42.6,3.9,1,21
ff1d716e-3c5b-4751-92ab-8d9283fa9cf8,00:21:37.983,Pierre Bengtsson,20871,FSV Mainz 05,Carry,42.6,3.9,1,21
4630e742-8768-4e24-a85c-c5e2f314a787,00:21:39.226,Pierre Bengtsson,20871,FSV Mainz 05,Pass,42.8,3.0,1,21
ae1dcb39-0491-4f95-a531-2fb01408f33a,00:21:40.230,Stefan Bell,8559,FSV Mainz 05,Ball Receipt*,24.2,10.4,1,21
75041c78-ae97-429c-a8a2-d10af2ff341e,00:21:40.230,Stefan Bell,8559,FSV Mainz 05,Carry,24.2,10.4,1,21
09762069-1f9e-43a4-9129-778de140d5dd,00:21:41.217,Charlison Benschop,8558,Hannover 96,Pressure,98.1,67.5,1,21
56e28208-c3c4-4062-8f29-8a9dd2a3421d,00:21:42.482,Stefan Bell,8559,FSV Mainz 05,Pass,14.3,20.7,1,21
6f37bd93-b7a6-44db-813c-04a4341891e4,00:21:43.879,Loris Karius,3630,FSV Mainz 05,Ball Receipt*,5.0,37.5,1,21
a691adba-d10e-46da-a934-ce46ebb61f29,00:21:43.879,Loris Karius,3630,FSV Mainz 05,Carry,5.0,37.5,1,21
4c2b781b-bca7-4c4a-84f8-9b85da2710cf,00:21:46.639,Loris Karius,3630,FSV Mainz 05,Pass,4.4,41.0,1,21
f762eeb7-ec4d-4613-88e9-4bcdf18938ca,00:21:49.384,Leon Aderemi Balogun,5467,FSV Mainz 05,Ball Receipt*,53.4,75.8,1,21
5ceed4c3-986a-4a0a-aa84-ba48987dad82,00:21:49.799,Leon Aderemi Balogun,5467,FSV Mainz 05,Pass,53.8,75.8,1,21
03ef8030-eece-4d0b-8921-32f8352d9c56,00:21:50.830,Christian Clemens,9098,FSV Mainz 05,Ball Receipt*,63.3,75.8,1,21
027fab6d-e46b-4374-a694-2a785eb0d9f7,00:21:56.023,Oliver Sorg,12316,Hannover 96,Pass,49.8,0.1,1,21
b79170e3-920a-40c1-a4bb-8d32d752458c,00:21:57.194,Salif Sané,5664,Hannover 96,Ball Receipt*,42.3,15.3,1,21
fce345cc-3041-4130-8abd-9681e97c0d4c,00:22:01.471,Salif Sané,5664,Hannover 96,Pass,42.5,17.5,1,22
